age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
64,Private,173449,Assoc-voc,14,Widowed,Adm-clerical,Not-in-family,Black,Female,34095,2042,55,Germany,>50K
76,Local-gov,89686,7th-8th,9,Married-AF-spouse,,Not-in-family,Amer-Indian-Eskimo,Male,1055,1340,60,England,>50K
58,Never-worked,350977,Assoc-acdm,10,Never-married,Transport-moving,Other-relative,Black,Female,2407,1980,48,India,>50K
39,?,77516,12th,4,Married-civ-spouse,Armed-Forces,Unmarried,Other,Male,2176,1902,22,Ecuador,>50K.
43,Self-emp-inc,173449,5th-6th,11,Married-AF-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Male,594,1876,38,Cambodia,<=50K.
29,Self-emp-inc,173449,5th-6th,14,Widowed,Other-service,Husband,White,Female,594,1980,35,Iran,>50K.
34,Without-pay,83311,Bachelors,11,Divorced,Tech-support,Husband,Black,Male,0,1719,22,Ecuador,<=50K.
21,?,350977,12th,11,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,594,1816,16,Philippines,<=50K.
78,Without-pay,350977,Some-college,4,Separated,Other-service,Husband,Asian-Pac-Islander,Female,3411,1980,16,South,<=50K
71,Local-gov,350977,9th,2,Divorced,Tech-support,Other-relative,White,Female,14084,1977,45,Cuba,>50K.
82,Never-worked,89686,Some-college,15,Separated,Machine-op-inspct,Wife,Other,Female,1409,1977,80,Iran,<=50K
43,Without-pay,173449,Prof-school,2,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Female,1111,1564,56,Philippines,<=50K.
52,?,83311,1st-4th,9,Married-AF-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,2597,1887,60,Ecuador,>50K
41,State-gov,350977,5th-6th,15,Never-married,Priv-house-serv,Not-in-family,White,Female,6849,2042,38,Poland,>50K
53,Local-gov,173449,Doctorate,9,Widowed,Tech-support,Other-relative,Other,Male,2597,1762,48,Ecuador,<=50K.
32,State-gov,350977,12th,9,Separated,Armed-Forces,Other-relative,Black,Male,4386,1485,13,Jamaica,<=50K
38,Never-worked,83311,1st-4th,6,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Female,2597,1977,42,Cuba,<=50K.
75,,83311,Prof-school,9,Married-AF-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Female,5013,2206,28,Honduras,>50K.
46,Without-pay,89686,1st-4th,4,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,4386,2042,56,Honduras,<=50K.
17,Self-emp-not-inc,350977,9th,14,Married-spouse-absent,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,14344,1980,41,Puerto-Rico,>50K
47,Private,83311,Masters,3,Married-AF-spouse,Craft-repair,Own-child,Black,Male,3674,1340,41,Germany,<=50K.
88,Without-pay,89686,10th,2,Widowed,Other-service,Wife,White,Female,4650,1485,40,India,<=50K
78,State-gov,350977,Assoc-acdm,9,Separated,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,8614,2179,44,Ecuador,<=50K.
90,Without-pay,77516,HS-grad,15,Married-AF-spouse,?,Husband,Amer-Indian-Eskimo,Female,3464,2206,58,Cuba,<=50K
60,State-gov,89686,10th,6,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,2174,1887,46,Poland,<=50K.
49,Never-worked,83311,11th,13,Divorced,,Husband,Asian-Pac-Islander,Male,4650,1762,50,Cuba,>50K.
49,Private,173449,Some-college,6,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Female,15024,1876,13,?,<=50K
66,Federal-gov,215646,Assoc-acdm,13,Never-married,Other-service,Husband,Other,Male,2597,1762,32,?,>50K.
42,Private,89686,1st-4th,15,Married-spouse-absent,Priv-house-serv,Own-child,White,Female,1111,1887,70,Columbia,>50K
59,Federal-gov,350977,7th-8th,7,Separated,Machine-op-inspct,Other-relative,Black,Male,4064,1977,52,Cambodia,>50K.
45,Without-pay,89686,Some-college,13,Divorced,Farming-fishing,Not-in-family,Other,Male,7688,1340,56,Thailand,<=50K.
18,Private,350977,12th,5,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Male,5013,1762,52,Cambodia,<=50K
84,Self-emp-not-inc,173449,5th-6th,15,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male,6849,2179,56,Mexico,>50K.
32,Never-worked,215646,Masters,7,Married-AF-spouse,Armed-Forces,Unmarried,Other,Male,9386,1887,46,South,>50K
51,?,173449,Masters,9,Separated,Prof-specialty,Unmarried,Black,Female,3411,1887,13,?,<=50K.
40,Without-pay,215646,Assoc-acdm,13,Separated,Craft-repair,Wife,Black,Female,1409,1564,25,Iran,<=50K
73,Private,89686,Masters,11,Divorced,Armed-Forces,Husband,Black,Male,7688,1980,30,Thailand,<=50K
26,,89686,Bachelors,5,Widowed,Armed-Forces,Husband,Other,Male,2174,1408,35,?,<=50K.
30,Private,215646,Preschool,11,Divorced,Armed-Forces,Other-relative,Other,Female,2050,1762,48,Thailand,>50K
28,Local-gov,350977,Masters,1,Married-civ-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,4064,2206,52,United-States,<=50K
51,State-gov,89686,11th,13,Separated,Sales,Husband,Black,Male,3674,1741,32,Poland,<=50K.
38,Self-emp-not-inc,350977,Prof-school,10,Widowed,Transport-moving,Not-in-family,Black,Male,1111,1887,40,Ecuador,<=50K.
52,?,215646,9th,6,Married-AF-spouse,?,Husband,Black,Female,5013,2206,56,Honduras,>50K.
81,Without-pay,77516,7th-8th,14,Married-AF-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,1409,1977,48,Iran,<=50K
89,Private,215646,9th,10,Married-AF-spouse,Exec-managerial,Own-child,Black,Male,25236,1902,44,Mexico,>50K.
76,Never-worked,350977,9th,15,Married-AF-spouse,Farming-fishing,Not-in-family,Black,Male,34095,1573,41,Honduras,>50K
47,Private,89686,Assoc-acdm,9,Widowed,,Own-child,White,Female,20051,1762,48,India,>50K
42,?,350977,11th,2,Widowed,Other-service,Other-relative,White,Male,9386,1741,22,Italy,>50K.
37,Never-worked,350977,Preschool,2,Separated,?,Not-in-family,Amer-Indian-Eskimo,Female,2174,1408,16,?,>50K.
43,Without-pay,215646,Prof-school,13,Widowed,,Other-relative,Amer-Indian-Eskimo,Female,2407,1485,43,?,>50K.
30,,173449,Preschool,2,Married-spouse-absent,Machine-op-inspct,Not-in-family,Other,Female,4101,1887,70,?,<=50K.
37,Federal-gov,173449,11th,2,Married-AF-spouse,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,14344,1340,44,United-States,>50K
79,,83311,HS-grad,3,Married-AF-spouse,Craft-repair,Other-relative,White,Male,3411,1719,70,Poland,<=50K.
72,Without-pay,215646,Prof-school,16,Never-married,Farming-fishing,Wife,Other,Male,25236,2179,25,Canada,>50K.
76,,89686,9th,12,Married-AF-spouse,Protective-serv,Other-relative,Other,Female,2407,1719,45,Columbia,>50K.
49,Self-emp-not-inc,173449,Assoc-acdm,6,Married-civ-spouse,,Other-relative,Amer-Indian-Eskimo,Male,1409,2042,30,Germany,<=50K
83,Federal-gov,173449,Some-college,2,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,15024,1573,45,United-States,<=50K.
19,Never-worked,215646,Some-college,7,Separated,Priv-house-serv,Other-relative,White,Female,25236,1762,43,Italy,>50K
24,Self-emp-inc,77516,1st-4th,8,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,594,1340,43,Cambodia,>50K
79,Never-worked,215646,12th,12,Married-civ-spouse,?,Unmarried,Amer-Indian-Eskimo,Male,7688,1741,56,Puerto-Rico,<=50K.
24,Self-emp-not-inc,350977,Masters,15,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,4101,2206,80,United-States,>50K
36,Self-emp-inc,89686,1st-4th,6,Widowed,Transport-moving,Own-child,Other,Male,3674,1564,15,Puerto-Rico,<=50K
76,?,77516,Preschool,3,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,7298,1340,80,Cambodia,<=50K.
41,Local-gov,77516,5th-6th,7,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,4650,1887,70,Italy,<=50K
76,Local-gov,89686,Doctorate,7,Widowed,Priv-house-serv,Husband,White,Male,3464,1408,48,Italy,<=50K
53,Private,173449,9th,3,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,3674,1564,40,Poland,<=50K
39,Local-gov,350977,Prof-school,2,Never-married,Other-service,Own-child,White,Male,4101,1564,55,Philippines,<=50K.
57,Federal-gov,215646,7th-8th,15,Never-married,Machine-op-inspct,Other-relative,Other,Male,2050,1741,52,Poland,>50K.
90,Self-emp-not-inc,83311,Prof-school,3,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,15024,1980,70,Canada,>50K.
35,,83311,1st-4th,7,Married-AF-spouse,Craft-repair,Husband,Black,Female,34095,1573,22,Cuba,<=50K.
18,Never-worked,173449,Assoc-voc,8,Never-married,Other-service,Own-child,Other,Female,34095,1719,52,Poland,<=50K
61,Self-emp-inc,77516,9th,9,Separated,Adm-clerical,Unmarried,Other,Female,25236,1340,56,Cuba,>50K.
17,Federal-gov,173449,12th,7,Divorced,?,Unmarried,Black,Male,8614,1719,25,India,<=50K.
76,Federal-gov,173449,HS-grad,7,Separated,Craft-repair,Own-child,White,Female,0,1902,55,Mexico,>50K.
52,,215646,Assoc-voc,6,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,5013,2042,36,Cambodia,<=50K
26,Self-emp-inc,83311,Preschool,2,Never-married,Priv-house-serv,Not-in-family,White,Female,7688,1887,70,South,>50K.
72,Never-worked,83311,Assoc-voc,9,Never-married,Exec-managerial,Wife,White,Male,1111,1876,52,Philippines,<=50K.
86,Federal-gov,173449,Doctorate,8,Married-civ-spouse,,Unmarried,Amer-Indian-Eskimo,Male,0,1902,38,Canada,<=50K
60,Never-worked,173449,11th,8,Married-civ-spouse,?,Unmarried,Other,Male,4650,1719,60,Honduras,<=50K.
44,Federal-gov,350977,Assoc-acdm,2,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,594,1816,36,Italy,>50K
57,Federal-gov,350977,Some-college,12,Separated,Transport-moving,Husband,Asian-Pac-Islander,Male,5013,2206,20,India,>50K.
42,Self-emp-inc,173449,5th-6th,8,Married-AF-spouse,,Other-relative,Asian-Pac-Islander,Male,3464,1564,28,Ecuador,>50K.
46,?,89686,HS-grad,12,Married-AF-spouse,Other-service,Other-relative,Amer-Indian-Eskimo,Male,8614,1408,46,Columbia,<=50K.
41,Local-gov,77516,1st-4th,7,Separated,Transport-moving,Unmarried,Other,Female,4386,1977,45,India,<=50K
43,Without-pay,350977,10th,7,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,4650,1408,58,Columbia,<=50K.
87,Private,83311,Prof-school,4,Married-civ-spouse,Transport-moving,Own-child,Black,Female,3674,1887,46,Columbia,<=50K
19,Never-worked,350977,Masters,13,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1573,41,Thailand,<=50K.
84,Private,350977,Assoc-voc,5,Divorced,Tech-support,Not-in-family,White,Female,6849,1485,22,Honduras,<=50K.
57,?,173449,Bachelors,1,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,6849,2179,56,England,>50K.
17,Self-emp-inc,77516,Doctorate,1,Never-married,Tech-support,Wife,Asian-Pac-Islander,Female,20051,1876,36,Germany,>50K
67,Local-gov,215646,Masters,2,Divorced,Other-service,Wife,White,Female,9386,2179,45,Canada,>50K.
31,Federal-gov,215646,11th,4,Separated,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,1055,1762,22,Jamaica,<=50K.
53,Self-emp-inc,215646,Masters,16,Married-AF-spouse,Prof-specialty,Unmarried,Black,Male,5178,1762,25,Italy,>50K.
68,?,83311,10th,4,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,2597,1719,35,?,>50K
66,Private,89686,Assoc-voc,10,Never-married,Armed-Forces,Not-in-family,Black,Male,6849,1340,36,United-States,>50K.
72,Local-gov,215646,Doctorate,9,Divorced,Prof-specialty,Wife,Black,Female,4386,2042,44,Canada,<=50K
49,Self-emp-inc,350977,5th-6th,7,Divorced,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,1409,2179,40,England,<=50K.
57,Private,173449,1st-4th,2,Married-AF-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,4650,1340,36,India,<=50K
56,State-gov,89686,Some-college,12,Widowed,Prof-specialty,Other-relative,Black,Female,25236,1980,52,Italy,>50K
88,State-gov,215646,Some-college,16,Widowed,Armed-Forces,Own-child,Black,Female,25236,2206,52,Honduras,>50K.
18,,215646,1st-4th,3,Married-spouse-absent,Craft-repair,Own-child,Asian-Pac-Islander,Male,15024,1564,25,Honduras,<=50K
72,Local-gov,215646,Prof-school,4,Divorced,Other-service,Wife,Black,Female,2174,1887,60,Cambodia,<=50K
35,Never-worked,215646,9th,4,Married-spouse-absent,?,Husband,White,Female,1055,1408,43,Ecuador,<=50K
30,Federal-gov,89686,7th-8th,7,Separated,Transport-moving,Own-child,Other,Male,4386,1564,42,United-States,>50K
50,Without-pay,173449,Masters,5,Married-AF-spouse,?,Unmarried,Asian-Pac-Islander,Female,3674,1741,56,Germany,<=50K.
67,,173449,Preschool,8,Divorced,Exec-managerial,Own-child,Black,Female,2174,1719,44,Germany,<=50K
55,Never-worked,173449,10th,13,Never-married,Handlers-cleaners,Wife,Black,Female,1409,0,24,Poland,>50K
90,Federal-gov,83311,11th,3,Divorced,?,Wife,Other,Female,4650,1977,44,England,<=50K
17,?,89686,Assoc-acdm,14,Separated,Machine-op-inspct,Unmarried,Black,Female,2407,0,55,India,>50K.
19,Local-gov,173449,10th,5,Separated,Craft-repair,Not-in-family,Black,Female,5013,1887,25,Poland,<=50K.
34,Self-emp-not-inc,350977,Doctorate,13,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,34095,1408,60,?,>50K.
70,?,215646,10th,10,Married-AF-spouse,Adm-clerical,Wife,Black,Female,3411,1980,48,United-States,<=50K
68,State-gov,83311,5th-6th,15,Widowed,Other-service,Not-in-family,Other,Male,6849,1564,36,Italy,>50K.
22,?,350977,Assoc-voc,7,Married-spouse-absent,?,Unmarried,Black,Male,594,1816,70,Iran,<=50K
41,,173449,HS-grad,4,Married-civ-spouse,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,2050,2206,22,England,>50K
52,Self-emp-not-inc,350977,10th,11,Widowed,Handlers-cleaners,Unmarried,White,Female,2174,1741,30,Columbia,<=50K
48,Without-pay,350977,5th-6th,13,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,4650,1977,15,Poland,>50K.
19,?,89686,11th,3,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,594,1902,20,Jamaica,<=50K.
45,?,89686,5th-6th,4,Widowed,Sales,Wife,Asian-Pac-Islander,Female,1055,1564,48,India,>50K
18,Without-pay,173449,HS-grad,8,Widowed,Craft-repair,Not-in-family,Black,Male,8614,1485,70,Iran,>50K
39,Local-gov,77516,10th,1,Married-civ-spouse,Sales,Unmarried,Other,Male,4386,1876,30,India,>50K.
90,,77516,Doctorate,11,Married-spouse-absent,Farming-fishing,Not-in-family,Other,Male,5178,1408,35,United-States,<=50K.
82,Self-emp-inc,350977,Prof-school,11,Separated,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,1055,2179,48,Honduras,>50K.
89,?,350977,10th,15,Never-married,Prof-specialty,Own-child,Other,Female,9386,1485,40,Germany,>50K
81,Local-gov,89686,Bachelors,5,Married-AF-spouse,Farming-fishing,Husband,Other,Female,15024,2179,52,Canada,<=50K
85,Never-worked,215646,Bachelors,7,Married-civ-spouse,?,Wife,Black,Male,5013,2042,45,Iran,>50K.
65,Self-emp-not-inc,350977,Prof-school,12,Divorced,Tech-support,Husband,White,Male,1055,1485,24,Mexico,>50K.
24,Federal-gov,83311,9th,14,Married-spouse-absent,Tech-support,Wife,Amer-Indian-Eskimo,Female,2176,1719,56,Mexico,>50K.
86,Private,77516,Some-college,12,Married-spouse-absent,Farming-fishing,Husband,Asian-Pac-Islander,Female,2174,1741,20,Jamaica,<=50K.
74,Federal-gov,350977,Assoc-voc,2,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,34095,1762,56,Mexico,>50K
38,Never-worked,89686,Doctorate,8,Never-married,Farming-fishing,Not-in-family,Black,Female,4650,1902,38,England,<=50K.
65,Local-gov,173449,Doctorate,13,Divorced,Priv-house-serv,Other-relative,White,Male,2597,1340,20,Cambodia,>50K.
36,Without-pay,89686,9th,14,Married-spouse-absent,Exec-managerial,Own-child,Other,Male,4064,1887,24,United-States,>50K.
26,Without-pay,173449,Prof-school,13,Separated,Machine-op-inspct,Other-relative,Other,Male,3464,1573,52,South,<=50K
61,Private,83311,Assoc-acdm,11,Widowed,,Husband,Asian-Pac-Islander,Female,2174,1887,32,Canada,>50K
34,State-gov,350977,7th-8th,9,Divorced,Armed-Forces,Own-child,White,Female,4650,1762,13,Iran,<=50K
20,,350977,11th,2,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,25236,1816,70,Philippines,<=50K.
89,Private,173449,Assoc-acdm,2,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,7688,1977,16,Philippines,<=50K.
57,Private,350977,5th-6th,2,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,4650,1573,46,Poland,>50K.
23,,350977,Doctorate,6,Divorced,Exec-managerial,Unmarried,White,Female,7688,1741,20,Ecuador,>50K
40,?,350977,10th,3,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,7298,1573,80,Honduras,<=50K.
39,State-gov,89686,7th-8th,4,Married-spouse-absent,Armed-Forces,Own-child,Other,Male,4650,2206,58,Italy,<=50K
71,Never-worked,83311,1st-4th,10,Separated,Adm-clerical,Unmarried,White,Male,14344,1573,50,?,<=50K.
37,Local-gov,77516,Doctorate,7,Married-spouse-absent,Adm-clerical,Husband,White,Male,14344,1719,20,Cuba,>50K.
18,?,173449,7th-8th,1,Separated,Transport-moving,Unmarried,Black,Male,4101,1485,70,Ecuador,>50K
36,State-gov,77516,10th,10,Never-married,Prof-specialty,Other-relative,White,Female,1055,1741,46,Honduras,>50K.
76,Federal-gov,215646,Assoc-voc,16,Married-civ-spouse,Tech-support,Unmarried,Black,Female,4101,2206,50,Canada,<=50K
45,Federal-gov,173449,Assoc-acdm,10,Married-civ-spouse,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,4064,1977,13,Mexico,>50K
30,?,215646,10th,2,Divorced,Protective-serv,Husband,Other,Male,7298,2206,36,Cuba,>50K.
34,,215646,Preschool,11,Married-AF-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,3464,1741,55,India,<=50K
41,Federal-gov,77516,9th,4,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Female,5178,1719,55,Cuba,>50K
62,Private,173449,11th,12,Widowed,Machine-op-inspct,Own-child,Other,Male,3464,1977,46,?,<=50K
51,Private,89686,Doctorate,4,Divorced,Prof-specialty,Unmarried,White,Female,2174,1762,13,Puerto-Rico,>50K
58,Local-gov,83311,Assoc-voc,9,Widowed,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,7688,1741,58,?,>50K
46,,89686,9th,3,Separated,Exec-managerial,Not-in-family,Black,Male,2050,1876,80,Germany,>50K
49,Never-worked,350977,Assoc-voc,11,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Female,6849,1573,45,Honduras,<=50K
47,Federal-gov,215646,5th-6th,7,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,1055,0,46,Mexico,<=50K.
69,State-gov,350977,Bachelors,11,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Male,4650,1408,42,Germany,>50K
27,,215646,Assoc-voc,7,Separated,Exec-managerial,Not-in-family,Other,Female,4386,1977,60,Canada,<=50K.
88,Self-emp-not-inc,350977,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,594,2179,38,Puerto-Rico,>50K.
52,Self-emp-not-inc,83311,7th-8th,10,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,4650,2179,13,India,>50K
68,Self-emp-not-inc,350977,Doctorate,7,Never-married,,Husband,Black,Female,5013,1902,16,Puerto-Rico,<=50K.
82,?,77516,Some-college,6,Separated,?,Wife,Amer-Indian-Eskimo,Male,1055,2179,16,Ecuador,>50K.
81,Self-emp-inc,173449,7th-8th,16,Separated,Farming-fishing,Own-child,Asian-Pac-Islander,Female,6849,1340,70,Germany,>50K.
40,?,83311,Prof-school,1,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,2050,1741,70,Ecuador,>50K
61,Self-emp-inc,215646,Prof-school,14,Married-civ-spouse,Handlers-cleaners,Other-relative,Black,Male,1055,2206,58,Columbia,>50K
68,Private,89686,Assoc-voc,12,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,6849,0,38,Poland,>50K.
69,Self-emp-inc,89686,Prof-school,5,Separated,Exec-managerial,Own-child,Other,Female,2407,1762,13,India,>50K.
79,,83311,Doctorate,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,25236,1340,45,Ecuador,<=50K
85,Federal-gov,350977,Assoc-voc,3,Never-married,Handlers-cleaners,Own-child,White,Male,2174,2042,43,Poland,>50K
19,Without-pay,350977,12th,1,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,2407,1977,56,Puerto-Rico,<=50K
77,Without-pay,350977,Some-college,14,Married-AF-spouse,Farming-fishing,Unmarried,White,Female,2407,1902,58,Puerto-Rico,>50K.
62,Never-worked,350977,Assoc-voc,9,Separated,Exec-managerial,Wife,Black,Male,2407,1980,16,Honduras,>50K.
41,Federal-gov,350977,12th,5,Separated,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,7688,0,46,Cuba,>50K.
17,Private,215646,Preschool,3,Widowed,Protective-serv,Unmarried,Other,Female,9386,1573,22,Mexico,>50K
27,?,89686,12th,5,Separated,?,Other-relative,Other,Female,6849,1902,52,Mexico,<=50K.
35,State-gov,173449,Prof-school,11,Widowed,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,2597,0,28,Puerto-Rico,<=50K
56,Self-emp-not-inc,83311,Prof-school,13,Married-AF-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,7298,2179,28,England,>50K
32,Self-emp-inc,215646,1st-4th,1,Never-married,Prof-specialty,Wife,Other,Female,14084,1762,70,Philippines,<=50K
72,Never-worked,215646,Doctorate,7,Never-married,Priv-house-serv,Other-relative,White,Female,2176,2179,24,Cuba,>50K.
53,Self-emp-inc,83311,Assoc-acdm,6,Separated,?,Own-child,Asian-Pac-Islander,Female,7688,2179,70,Germany,<=50K
37,?,83311,Assoc-voc,11,Separated,Priv-house-serv,Unmarried,Black,Male,3464,1573,42,Ecuador,>50K.
27,Self-emp-inc,89686,10th,1,Married-civ-spouse,Prof-specialty,Unmarried,Black,Male,5178,1816,80,Honduras,>50K
74,Self-emp-not-inc,350977,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Wife,Other,Female,15024,2179,60,?,<=50K.
64,Private,215646,HS-grad,5,Married-spouse-absent,Other-service,Own-child,White,Male,2176,1977,30,Canada,<=50K
60,,77516,11th,2,Never-married,Prof-specialty,Other-relative,Black,Male,7298,1741,38,South,>50K
72,Federal-gov,77516,7th-8th,15,Separated,Armed-Forces,Not-in-family,Black,Male,2407,1816,56,Thailand,>50K.
71,Self-emp-not-inc,215646,10th,5,Divorced,,Husband,Amer-Indian-Eskimo,Male,2407,1340,35,India,<=50K.
